Reference,SpeechId,Direction,SttLatency,length,beginOfSpeech,endOfSpeech,SttResult,TranslationLatency,length,TranslatedResult,useless,translation comment
1713531636184
,1713531634680,1,647ms,5,1713531634687,1713531636670,Hello,472ms,7,Bonjour
,1713531643900,0,479ms,7,1713531643909,1713531646022,Bonjour,176ms,5,Hello
,1713531649141,1,535ms,21,1713531649142,1713531651946,Hi my name is Rahul.,134ms,28,Bonjour je m'appelle Rahul.
,1713531650104,0,387ms,23,1713531650106,1713531653345,Hello comme à savoir. ,71ms,20,Hello like to know.
,1713531657104,1,437ms,28,1713531657108,1713531659782,May I know your name please?,110ms,45,Puis-je connaître votre nom s'il vous plaît ?
,1713531662385,0,421ms,26,1713531662386,1713531667667,Allô mon nom est Charly. ,88ms,25,Hello my name is Charly.
,1713531672902,1,433ms,12,1713531672903,1713531675100,How are you?,68ms,19,Comment allez-vous?
,1713531678983,0,352ms,14,1713531678984,1713531681264,Je vais bien. ,22ms,9,I'm fine.
,1713531687380,1,553ms,84,1713531687382,1713531696585,You must be aware that the agenda of this call is to have a discussion over a topic.,194ms,99,Vous devez être conscient que l'ordre du jour de cet appel est d'avoir une discussion sur un sujet.
,1713531700506,1,503ms,42,1713531700510,1713531704979,And today's topic is new city exploration.,135ms,64,Et le sujet d'aujourd'hui est l'exploration de nouvelles villes.
,1713531705660,0,402ms,11,1713531705662,1713531707988,OK d'accord,70ms,9,OK okay?
,1713531713900,0,336ms,8,1713531713901,1713531715953,D'accord,42ms,5,Okay.
,1713531716140,1,409ms,2,1713531716141,1713531718221,Uh,61ms,7,Uh vous
,1713531719104,1,460ms,46,1713531719105,1713531723702,May you know where exactly you stay in Canada?,114ms,59,Pouvez-vous savoir où vous séjournez exactement au Canada ?
,1713531729427,0,416ms,24,1713531729428,1713531732621,Oui je suis à Montréal. ,77ms,21,Yes I'm in Montreal.
,1713531739264,1,419ms,37,1713531739266,1713531743143,How how's the weather now in Montreal,93ms,37,Comment fait-il maintenant à Montréal
,1713531749541,0,477ms,66,1713531749543,1713531756539,Je vous dirais que c'est nuageux et plus vieux il y a la pluie ? ,142ms,48,I'll tell you it's cloudy and older is it rain?
,1713531764339,1,496ms,102,1713531764340,1713531775698,I had a discussion with one more guy from saskatoon yesterday. He was telling it almost raining there.,1713531776194ms,102,J'ai eu une discussion avec un autre gars de Saskatoon hier. Il vous disait qu'il pleuvait presque là.
,1713531782541,0,386ms,25,1713531782544,1713531785178,C'est la même chose ici. ,71ms,19,It's the same here.
,1713531788785,1,456ms,40,1713531788787,1713531792543,How far will be Montreal from saskatoon?,117ms,55,À quelle distance vous trouverez Montréal de Saskatoon?
,1713531799580,0,493ms,73,1713531799581,1713531805983,Et j'ai eu j'en ai aucune idée mais beaucoup de kilomètres. C'est loin. ,1713531806476ms,53,And I had no idea but a lot of miles. It's far away.
,1713531813543,1,382ms,4,1713531813544,1713531815503,Okay,55ms,8,D'accord
,1713531822260,1,506ms,40,1713531822262,1713531828259,How affordable is Montreal for tourists?,106ms,60,À quel point Montréal est-elle abordable pour les touristes?
,1713531836098,0,384ms,17,1713531836100,1713531838661,Pour les hôtels. ,47ms,11,For hotels.
,1713531841822,1,325ms,3,1713531841824,1713531843703,Yes,41ms,3,Oui
,1713531847184,0,471ms,63,1713531847185,1713531854113,Il y a beaucoup de choix le hotel Hilton et beaucoup d'autres. ,119ms,59,There are many choices at the Hilton Hotel and many others.
,1713531859662,0,350ms,7,1713531859663,1713531861785,La nuit,55ms,9,The Night
,1713531867026,1,381ms,4,1713531867028,1713531868899,Okay,28ms,8,D'accord
,1713531877061,1,456ms,44,1713531877100,1713531881339,Are you aware of the academia National Park?,116ms,50,Connaissez-vous le parc national de l'université ?
,1713531886022,1,450ms,22,1713531886024,1713531889104,Akadiya National Park.,114ms,24,Parc national d'Akadiya.
,1713531888305,0,357ms,3,1713531888306,1713531890549,Non,59ms,2,No
,1713531894380,0,354ms,8,1713531894381,1713531896821,L'acadia,55ms,6,Acadia
