Reference,SpeechId,Direction,SttLatency,SttLength,beginOfSpeech,endOfSpeech,SttLocale,SttResult,TranslationLatency,TranslatedLength,TranslatedLocale,TranslatedResult,useless,translation comment
1707112960565
,1707112958053,1,1519ms,47,1707112958056,1707112962456,hi_IN,हाय मैं इंडियन से दिल्ली बात कर रहा हूँ आप कौन?,1178ms,44,pl_PL,Cześć rozmawiam z Indian Delhi kim jesteś?
,1707112972054,0,883ms,22,1707112972060,1707112974773,pl_PL,Cześć jestem marwina. ,521ms,21,hi_IN,हाय मैं मारविना हूँ.
,1707112983496,1,695ms,100,1707112983504,1707112992018,hi_IN,आई एम रीना गुड मॉर्निंग आपसे थोड़ी जानकारी चाहिए थी। मैं उधर घूमने आने का प्लान कर रहा था पोलैंड में।,1707112992713ms,91,null,Jestem Rina Dzień dobry Potrzebowałaś trochę informacji. Planowałam pojechać tam do Polski.
,1707113005376,0,515ms,31,1707113005378,1707113008414,pl_PL,Świetnie pan chce ci opowiem. ,171ms,37,hi_IN,महान आप चाहते हैं कि मैं आपको बताऊं।
,1707113018774,1,574ms,69,1707113018776,1707113024934,hi_IN,हां वहां पे मैं कौन से सिटी आ सकता हूँ? ऐसे टूरिस्ट कौन सा सही रहेगा?,1707113025508ms,74,null,Tak w jakim mieście mogę tam przyjechać? Który taki turysta miałby rację?
,1707113035373,0,1067ms,259,1707113035374,1707113057653,pl_PL,Myślę że najlepiej przyjechać tu dużo śmierdów Kraków Wrocław Gdańsk. N to są wszystkiki o i Warszawa oczywiście to że są przez bardzo fajne miasta to zwiedzenie dla turystów i można tam naprawdę znaleźć dużo atrakcji i jakby zapewnić sobie czas w Polsce.,1707113058720ms,307,null,मुझे लगता है कि यहां बहुत बदबू आ रही है क्राको व्रोकला गदांस्क। और ये सभी के बारे में हैं और वारसॉ निश्चित रूप से तथ्य यह है कि वे बहुत अच्छे शहरों के माध्यम से हैं पर्यटकों के लिए एक यात्रा है और आप वास्तव में वहां बहुत सारे आकर्षण पा सकते हैं और जैसे कि आप पोलैंड में अपना समय सुनिश्चित करना चाहते हैं।
,1707113086693,1,497ms,37,1707113086736,1707113091135,hi_IN,ऐसे वार्ता में मैं कहाँ घूम सकता हूँ?,161ms,35,pl_PL,Gdzie mogę pójść w takiej rozmowie?
,1707113094214,1,487ms,18,1707113094216,1707113098781,hi_IN,वास्तव में वॉशिंग।,159ms,20,pl_PL,To naprawdę obwisłe.
,1707113105777,0,707ms,87,1707113105779,1707113112577,pl_PL,Nie rozumiem o co chodzi ale czy pytasz gdzie mogłabyś pójść w Tych Miastach Zjedać. ,396ms,115,hi_IN,मुझे समझ में नहीं आता कि क्या हो रहा है लेकिन क्या आप पूछ रहे हैं कि आप इन शहरों में खाने के लिए कहां जा सकते हैं।
,1707113123658,1,562ms,68,1707113123659,1707113129032,hi_IN,नहीं नहीं मैं पूछ रहा हूँ व्हाट्मे कहां पर अच्छा रहेगा घूमने के लिए?,236ms,32,pl_PL,Nie pytam gdzie byłoby dobrze?
,1707113139018,0,462ms,30,1707113139020,1707113143539,pl_PL,Gdzie byłoby dobrze robić co. ,132ms,21,hi_IN,जहां करना अच्छा होगा।
,1707113151213,1,596ms,60,1707113151216,1707113156172,hi_IN,अच्छा खाने के लिए क्या क्या अच्छा रहेगा? उधर क्या फ़ेमस है?,1707113156768ms,54,null,Co byłoby dobre dla dobrego jedzenia? Czym jest femas?
,1707113165094,0,1065ms,201,1707113165096,1707113181258,pl_PL,Dobre Jednoręki Forte na przykład gołąbki to mięso mielone wieprzowo umowę z ryżem zawinięte w liście kapusty i gotowane w sosie pomidorowym następnym polskim daniem są na przykład kotlety schabowe. ,758ms,183,hi_IN,अच्छा एक हाथ फोर्ट उदाहरण के लिए कबूतर गोभी के पत्तों में लिपटे चावल के साथ मांस जमीन पोर्क अनुबंध हैं और टमाटर सॉस में पकाया जाता है अगला पोलिश पकवान है उदाहरण के लिए पोर्क चॉप।
,1707113174814,1,465ms,12,1707113174815,1707113177014,hi_IN,यहाँ से बोलो,105ms,9,pl_PL,Mów stąd.
