Reference,SpeechId,Direction,SttLatency,length,beginOfSpeech,endOfSpeech,SttResult,TranslationLatency,length,TranslatedResult,useless,translation comment
1710408729405
,1710408726883,1,897ms,18,1710408726926,1710408729919,हेलो गुड मॉर्निंग।,545ms,19,Hello Good Morning.
,1710408735079,1,416ms,11,1710408735080,1710408737332,आप कैसे हो?,84ms,12,How are you?
,1710408741723,0,399ms,33,1710408741725,1710408745039,I'm fine thank you. How are you?,1710408745438ms,34,मैं ठीक हूँ धन्यवाद. आप कैसे हैं?
,1710408749600,1,423ms,15,1710408749602,1710408751957,मैं भी ठीक हूँ।,67ms,13,I'm fine too.
,1710408754679,1,442ms,29,1710408754681,1710408758118,अभी वहाँ पे समय कितना हुआ है?,85ms,32,How much time has it been there?
,1710408756920,0,385ms,4,1710408756921,1710408758834,Good,37ms,8,अच्छा है
,1710408763758,0,421ms,61,1710408763760,1710408769681,What is the time here? The time here is 11:30 in the morning.,1710408770102ms,48,यहां समय क्या है? यहां का समय सुबह 11:30 बजे है।
,1710408776559,1,375ms,5,1710408776562,1710408778442,अच्छा,34ms,4,Good
,1710408782202,1,448ms,23,1710408782204,1710408785282,आज के चर्चा का विषय है।,80ms,28,Today's topic of discussion.
,1710408785561,1,440ms,14,1710408785562,1710408788361,वैल एंड लीज़र।,91ms,16,Val and Leisure.
,1710408791839,1,322ms,6,1710408791842,1710408793844,ट्रैवल,48ms,13,Travel Travel
,1710408804880,1,483ms,62,1710408804882,1710408810357,यूके या स्कॉटलैंड जाने के लिए साल का कौन सा समय सबसे अच्छा है?,131ms,55,Which time of year is best to go to the UK or Scotland?
,1710408818200,0,389ms,87,1710408818201,1710408829518,In the UK I would say late Spring and early autumn for Scotland summer. I would think.,1710408829907ms,95,ब्रिटेन में मैं स्कॉटलैंड गर्मियों के लिए देर से वसंत और शुरुआती शरद ऋतु कहूंगा। मुझे लगता है।
,1710408847520,1,469ms,63,1710408847523,1710408853878,क्या यूके और स्कॉटलैंड में अलग-अलग रूटू रहते हैं एक ही समय में?,132ms,63,Do different Rutu live in the UK and Scotland at the same time?
,1710408860157,1,369ms,13,1710408860158,1710408862717,अलग-अलग मौसम।,49ms,18,different weather.
,1710408861358,0,461ms,33,1710408861359,1710408864879,I'm sorry could you repeat that?,101ms,39,क्षमा करें क्या आप इसे दोहरा सकते हैं?
,1710408870597,1,508ms,64,1710408870600,1710408876356,क्या यूके और स्कॉटलैंड में अलग-अलग मौसम रहते हैं? एक ही समय में।,1710408876864ms,82,Do you have different weather conditions in the UK and Scotland? at the same time.
,1710408885878,0,607ms,128,1710408885878,1710408899197,Yes yes Scotland has some. It can be very cold in Scotland obviously mercy in the winter and yes it is different to the u. K.,1710408899804ms,137,हाँ हाँ स्कॉटलैंड के पास कुछ है। यह स्कॉटलैंड में बहुत ठंडा हो सकता है स्पष्ट रूप से सर्दियों में दया और हाँ यह ब्रिटेन के लिए अलग है।
,1710408913078,1,445ms,73,1710408913079,1710408922236,कौन सी जगह ज्यादा ठंडी है? यूके या फिर स्कॉटलैंड या फिर नॉर्दर्न आयरलैंड?,1710408922681ms,62,Which place is colder? The UK or Scotland or Northern Ireland?
,1710408930117,0,406ms,17,1710408930118,1710408933280,Scotland I think.,69ms,23,स्कॉटलैंड मुझे लगता है।
,1710408938920,1,368ms,3,1710408938921,1710408940928,ओके,50ms,2,OK
,1710408944202,1,448ms,40,1710408944203,1710408947841,ब्रिटेन में किस महीने में बारिश होती है?,105ms,39,What is the average rainfall in the UK?
,1710408953438,1,403ms,29,1710408953440,1710408956519,कौनसे महीने में बारिश आती है?,91ms,28,In which month does it rain?
,1710408954479,0,495ms,49,1710408954482,1710408960160,I think no I don't happen to just just just keep.,138ms,54,मुझे लगता है कि नहीं मैं सिर्फ रखने के लिए नहीं होता।
,1710408961842,0,436ms,20,1710408961843,1710408965036,Well it rains from.,65ms,17,से बारिश होती है।
,1710408981960,1,536ms,64,1710408981962,1710408987156,अधिकांश ब्रिटिश लोग किस देश में जाना पसंद करते हैं घूमने के लिए?,205ms,51,Which country do most British people like to visit?
,1710408996480,0,473ms,14,1710408996481,1710408998918,Theme probably,109ms,9,विषय शायद
,1710409003438,1,389ms,34,1710409003440,1710409006997,क्या आप अपना उत्तर दोहरा सकती हैं?,71ms,27,Can you repeat your answer?
,1710409012481,0,481ms,53,1710409012484,1710409018836,I think that British people most like to visit Spain.,121ms,53,मुझे लगता है कि ब्रिटिश लोग स्पेन जाना पसंद करते हैं।
,1710409028600,1,455ms,29,1710409028602,1710409032043,इस बार आपका जवाब समझ में आया।,104ms,41,This time your answer was understandable.
,1710409035681,1,430ms,67,1710409035682,1710409042279,इससे पहले गलत ट्रांसलेशन गलत अनुवाद की वजह से मैं समझ नहीं पाया था।,115ms,54,Earlier I did not understand due to wrong translation.
,1710409040918,0,306ms,4,1710409040926,1710409042759,Good,16ms,8,अच्छा है
,1710409048724,0,457ms,18,1710409048725,1710409051800,Okay no problems.,86ms,27,ठीक है कोई समस्या नहीं है।
,1710409064239,1,505ms,60,1710409064241,1710409069764,किस देश के लोग लंदन में पर्यटक के रूप में सबसे अधिक आते हैं?,127ms,59,Which country's people come to London the most as tourists?
,1710409076803,0,417ms,28,1710409076804,1710409083442,Um probably maybe Japanese.,59ms,12,शायद जापानी।
,1710409090841,1,390ms,20,1710409090844,1710409093243,मुझे भी वही लगता था।,72ms,16,I felt the same.
,1710409096959,1,503ms,76,1710409096961,1710409104283,जैपनीज़ लोग या फिर चाइना के लोग विश्व के हर एक जगह चले जाते हैं घूमने के लिए।,138ms,70,Japanese people or Chinese people go everywhere in the world to visit.
,1710409098441,0,452ms,21,1710409098442,1710409102158,Oh good so we agree.,83ms,28,अच्छा है इसलिए हम सहमत हैं।
,1710409112322,0,424ms,13,1710409112325,1710409114837,So I believe.,66ms,19,तो मुझे विश्वास है।
,1710409127679,0,353ms,9,1710409127680,1710409129996,Who knows,21ms,13,कौन जानता है?
,1710409127838,1,458ms,39,1710409127841,1710409132244,मैं सोच रहा था भारत से लंदन घूमने जाऊँ।,124ms,45,I was thinking of going to London from India.
,1710409130677,0,364ms,10,1710409130678,1710409134215,Hmm what's,60ms,13,हम्म क्या है?
,1710409140321,0,534ms,73,1710409140322,1710409145279,That's a long journey but I'm sure you will enjoy it once you get them.,190ms,91,यह एक लंबी यात्रा है लेकिन मुझे यकीन है कि आप उन्हें प्राप्त करने के बाद इसका आनंद लेंगे।
,1710409155754,1,548ms,112,1710409155755,1710409166077,भारत से लंदन तक यात्रा करने के लिए लगभग 12 से 15 घंटे लगते हैं। मुझे यकीन नहीं है कि मैं इतनी देर तक बैठ पाऊँगा।,1710409166625ms,112,It takes about 12 to 15 hours to travel from India to London. I'm not sure I'll be able to sit down for so long.
,1710409177039,1,439ms,19,1710409177040,1710409179763,आप कभी भारत आई हैं।,89ms,28,You have ever come to India.
,1710409178199,0,475ms,72,1710409178214,1710409183677,Yeah I'm sure you'll be fine. You can get up and walk around the plane.,1710409184152ms,86,हाँ मुझे यकीन है कि आप ठीक हो जाएगा. आप उठ सकते हैं और विमान के चारों ओर चल सकते हैं।
,1710409184239,0,435ms,13,1710409184240,1710409186801,No I haven't.,71ms,22,नहीं मैंने नहीं किया।
,1710409191322,0,484ms,56,1710409191325,1710409197078,I just can't remember changing the voice in the measure.,105ms,40,मुझे बस उपाय में आवाज बदलना याद नहीं है।
,1710409198001,0,315ms,4,1710409198003,1710409199759,Yeah,30ms,3,हाँ
,1710409202598,0,442ms,13,1710409202600,1710409205404,Let's go out.,68ms,18,चलो बाहर चलते हैं।
,1710409220959,1,485ms,50,1710409220961,1710409227926,यूके के आस-पास एक द्वीप है उसका नाम है पारो द्वीप।,120ms,52,There is an island around the UK called Paro Island.
,1710409224200,0,391ms,18,1710409224214,1710409226601,Can I do one that?,79ms,25,क्या मैं ऐसा कर सकता हूं?
,1710409227315,0,434ms,28,1710409227316,1710409230438,Well it's really extremely.,85ms,27,खैर यह वास्तव में बेहद है.
,1710409235319,1,444ms,24,1710409235320,1710409238079,आपके लिए बहुत आवश्यक है।,106ms,29,It is very important for you.
,1710409236641,0,445ms,73,1710409236642,1710409241960,I'm sorry I didn't understand that what. What was the name of the island?,1710409242405ms,67,मुझे खेद है कि मुझे समझ में नहीं आया कि क्या। द्वीप का नाम क्या था?
,1710409248001,1,385ms,10,1710409248002,1710409250917,फॉरो द्वीप,53ms,15,the Foro Island
,1710409255358,0,519ms,62,1710409255361,1710409260957,The pharaoh Islands is that what you mean the pharaoh Islands?,165ms,59,फिरौन द्वीप समूह क्या है कि आप फिरौन द्वीप समूह का मतलब है?
,1710409270801,1,687ms,57,1710409270803,1710409276876,हाँ मैं इसे दूर के बारे में बात करना चाहता था फेरो द्वीप।,143ms,57,Yes I wanted to talk about it far away from Ferro Island.
,1710409283920,0,466ms,35,1710409283922,1710409288677,Er the fair allows not near the UK.,101ms,41,यह मेला ब्रिटेन के पास नहीं होने देता है।
,1710409296761,1,508ms,67,1710409296762,1710409303375,तो क्या आपको फेरो दीप समूह की यात्रा के लिए वीजा की आवश्यकता होगी?,156ms,60,So will you need a visa for a trip to the Ferro Deep Group?
,1710409310602,0,551ms,105,1710409310604,1710409320718,The pharaoh Islands come under the Kingdom of Denmark. Nothing to do with the UK so I do not know if you.,1710409321269ms,120,फिरौन द्वीप डेनमार्क के राज्य के अधीन आते हैं। ब्रिटेन के साथ कुछ भी नहीं करना है इसलिए मुझे नहीं पता कि आप हैं या नहीं।
,1710409330242,1,428ms,42,1710409330244,1710409335196,अच्छा मुझे लगता था ये यूके के अधीन आता है।,106ms,31,I thought it came under the UK.
,1710409332879,0,362ms,13,1710409332880,1710409338568,I don't know.,20ms,15,मुझें नहीं पता।
,1710409340400,0,587ms,144,1710409340402,1710409351715,No Denmark. Hello hello hello hello. Hello hello hello. Hello hello hello. Hello hello hello hello hello. I'm sure she hate me like.,1710409352302ms,132,नहीं डेनमार्क। हैलो हैलो हैलो। हैलो हैलो हैलो. हैलो हैलो हैलो. हैलो हैलो हैलो हैलो। मुझे यकीन है कि वह मुझसे नफरत करती है।
,1710409346959,1,475ms,29,1710409346961,1710409351126,ओके धन्यवाद मुझे बताने के लिए,107ms,25,Thank you for telling me.
,1710409356641,0,497ms,24,1710409356642,1710409359837,Okay that's no problem.,120ms,30,ठीक है यह कोई समस्या नहीं है.
,1710409361440,0,503ms,26,1710409361441,1710409364925,Hello can you still look?,132ms,34,हैलो क्या आप अभी भी देख सकते हैं?
,1710409374156,1,521ms,34,1710409374158,1710409377894,हाँ आपकी आवाज मुझ तक पहुँच रही है।,141ms,31,Yes your voice is reaching me.
,1710409383439,1,518ms,43,1710409383442,1710409387999,क्या आपको कोई तकनीकी खराबी महसूस हो रही है?,158ms,35,Do you feel any technical glitches?
,1710409384479,0,405ms,4,1710409384500,1710409386482,Good,22ms,8,अच्छा है
,1710409393919,0,440ms,18,1710409393921,1710409397519,Not at the moment.,78ms,12,फिलहाल नहीं।
,1710409400998,1,325ms,3,1710409401000,1710409402799,ओके,16ms,2,OK
,1710409405803,1,674ms,93,1710409405805,1710409414607,अगर मैं भारत से कभी लंदन आया तो क्या मुझे लंदन पहुंचने के बाद फॉरेंटाइन में रहने की जरूरत है?,323ms,90,If I ever came to London from India do I need to stay in Forentine after reaching London?
,1710409422161,1,446ms,14,1710409422163,1710409424357,क्वार इन टाइम।,98ms,13,Quar in time.
,1710409424277,0,495ms,40,1710409424282,1710409431524,No why would you do them quarantine no.,150ms,40,नहीं आप उन्हें क्वारंटाइन क्यों करेंगे।
,1710409439402,1,369ms,5,1710409439418,1710409441161,अच्छा,17ms,4,Good
,1710409443360,1,643ms,64,1710409443362,1710409450562,क्योंकि कोविड के टाइम में हरेक देश में ऐसे कुछ नियम हुआ करते थे।,250ms,84,Because during the time of COVID there used to be some such rules in every country.
,1710409459318,0,613ms,54,1710409459320,1710409464360,Yeah it's kind of finished now so that's all stopped.,232ms,50,हाँ यह अब खत्म हो गया है तो यह सब बंद कर दिया है.
,1710409477318,1,641ms,51,1710409477320,1710409484009,ग्लासगो और बर्मिंघम में से कौन अधिक किफायती शहर है?,272ms,77,Which of the following is the most economical city in Glasgow and Birmingham?
,1710409494080,0,568ms,53,1710409494082,1710409501958,I don't know that that's not information that I have.,194ms,51,मुझे नहीं पता कि यह जानकारी नहीं है जो मेरे पास है।
,1710409509599,1,485ms,20,1710409509602,1710409512880,ओके कोई बात नहीं है।,153ms,24,Okay it doesn't matter.
,1710409520362,1,493ms,38,1710409520364,1710409524645,मैं कहना चाहता था कोई असुविधा नहीं है।,144ms,42,I wanted to say there is no inconvenience.
,1710409530359,0,480ms,17,1710409530362,1710409532799,That's all right.,109ms,13,यह सब ठीक है।
,1710409538682,1,605ms,77,1710409538683,1710409545975,क्या आपने अंतरराष्ट्रीय छात्रों को ब्रिटेन में आंकालिक नौकरियाँ करते देखा है?,204ms,67,Have you seen international students doing periodic jobs in the UK?
,1710409552959,1,504ms,17,1710409552962,1710409555485,व्हाट टाइम जॉब्स।,119ms,15,What time jobs.
,1710409554478,0,540ms,45,1710409554479,1710409559563,Um I'm not sure. I'm probably yes probably.,1710409560103ms,46,उम मुझे यकीन नहीं है. मैं शायद हाँ हूँ शायद.
,1710409558720,1,455ms,17,1710409558731,1710409561197,पार्क टाइम जॉब्स।,105ms,15,Park Time Jobs.
,1710409559800,0,481ms,24,1710409559801,1710409563319,I wouldn't know really.,119ms,26,मुझे नहीं पता वास्तव में।
,1710409565603,0,479ms,13,1710409565604,1710409568077,At time yes.,99ms,12,समय पर हाँ।
,1710409576799,1,580ms,58,1710409576800,1710409582399,क्या आपको पता है ब्रिटेन में लगभग 15 राष्ट्रीय उद्यान हैं?,194ms,57,Did you know there are about 15 national parks in the UK?
,1710409589763,0,369ms,33,1710409589765,1710409593602,You also must be quite a lot. Yes,1710409593971ms,32,आपको भी बहुत कुछ होना चाहिए। हाँ
