Reference,SpeechId,Direction,SttLatency,SttLength,beginOfSpeech,endOfSpeech,SttLocale,SttResult,TranslationLatency,TranslatedLength,TranslatedLocale,TranslatedResult,useless,translation comment
1706610896988
,1706610895167,1,558ms,5,1706610895180,1706610897296,en_IN,Hello,460ms,4,pt_BR,Olá!
,1706610906247,0,538ms,3,1706610906254,1706610908168,pt_BR,Olá,251ms,2,en_IN,Hi
,1706610910481,1,417ms,55,1706610910482,1706610915166,en_IN,Uh can we wait for 2 minutes? My colleague is joining.,1706610915583ms,55,null,Podemos esperar 2 minutos? Meu colega está se juntando.
,1706610914644,0,354ms,3,1706610914644,1706610916733,pt_BR,Olá,21ms,2,en_IN,Hi
,1706610921284,0,347ms,13,1706610921286,1706610923681,pt_BR,Sem problemas,13ms,10,en_IN,No problem
,1706611084405,1,446ms,61,1706611084406,1706611090605,en_IN,Yeah sorry to keep you waiting. We had some resource issues.,1706611091051ms,71,null,Sim desculpe mantê-lo esperando. Tivemos alguns problemas de recursos.
,1706611097006,0,377ms,13,1706611097007,1706611099287,pt_BR,Sem problemas,24ms,10,en_IN,No problem
,1706611107363,1,390ms,88,1706611107364,1706611115292,en_IN,So I hope you and you have the context with you. So we'll talk about business expansion.,1706611115682ms,105,null,Então eu espero que você e você tenham o contexto com você. Então vamos falar sobre expansão de negócios.
,1706611125721,0,403ms,7,1706611125722,1706611127692,pt_BR,Esquece,55ms,11,en_IN,Forgetting.
,1706611132363,1,550ms,143,1706611132365,1706611146847,en_IN,Okay so I'm planning to expand my business in Brazil region. So what I do is I own a matchmac fa factory and we produced a lot of matchsticks.,1706611147397ms,167,null,Ok então estou planejando expandir meus negócios na região do Brasil. Então o que eu faço é possuir uma fábrica de fa matchmac e produzimos muitos palitos de fósforo.
,1706611160486,0,377ms,5,1706611160487,1706611162643,pt_BR,Certo,41ms,6,en_IN,Right.
,1706611163041,0,468ms,51,1706611163045,1706611168062,pt_BR,Entende palheta de encontros são fáceis de vender. ,102ms,47,en_IN,Understanding dating palettes are easy to sell.
,1706611177284,1,495ms,69,1706611177300,1706611184044,en_IN,Okay do you think this industry will have some potential in brasile?,132ms,64,pt_BR,Ok você acha que essa indústria terá algum potencial no Brasil?
,1706611192523,0,507ms,75,1706611192524,1706611200564,pt_BR,Sim é um bastante potencial. Tem uma demanda grande um público no Brasil. ,140ms,80,en_IN,Yes it's a lot of potential. There is a great demand for an audience in Brazil.
,1706611210806,1,393ms,25,1706611210808,1706611215001,en_IN,But that is good to know.,70ms,21,pt_BR,Mas isso é bom saber.
,1706611225484,0,429ms,51,1706611225485,1706611231325,pt_BR,Em que regiões do Brasil vocês preferem responder? ,96ms,52,en_IN,In which regions of Brazil do you prefer to respond?
,1706611238886,1,528ms,189,1706611238887,1706611255441,en_IN,Um I'm actually exploring the regions. I thought you would be able to help me with this. So can you suggest me some reasons where there is a good growth potential for businesses in Brazil?,1706611255969ms,207,null,Hum eu estou realmente explorando as regiões. Eu pensei que você seria capaz de me ajudar com isso. Então você pode me sugerir algumas razões onde há um bom potencial de crescimento para empresas no Brasil?
,1706611268008,0,627ms,132,1706611268009,1706611286441,pt_BR,O Brasil não vai dividir 25 com regiões. É um morte nordeste. São sudeste e eclaste todos os anos tem potencial e bastante mercado? ,222ms,143,en_IN,Brazil will not share 25 with regions. It is a northeastern death. Are they southeast and eclaste every year has potential and a lot of market?
,1706611300844,0,458ms,36,1706611300846,1706611304080,pt_BR,O escreve salão onde está correto? ,86ms,38,en_IN,The writing hall where is it correct?
,1706611313484,1,581ms,111,1706611313486,1706611323922,en_IN,Okay um I'm thinking about expanding the business in riyad genero and Sao Paulo what do you think about it?,239ms,98,pt_BR,Ok hum estou pensando em expandir o negócio em riyad genero e São Paulo o que você acha disso?
,1706611334484,0,539ms,73,1706611334485,1706611344163,pt_BR,Acho a melhor opção São Paulo não véi literalmente o coração do Brasil. ,159ms,83,en_IN,I think the best option is São Paulo it doesn't literally see the heart of Brazil.
,1706611353687,0,451ms,33,1706611353689,1706611357122,pt_BR,A tradução também incorreta né? ,79ms,41,en_IN,The translation is also incorrect right?
,1706611362725,1,481ms,62,1706611362726,1706611367560,en_IN,Correct but we can ignore that and continue the conversation.,116ms,57,pt_BR,Correto mas podemos ignorar isso e continuar a conversa.
,1706611378282,0,535ms,94,1706611378283,1706611388085,pt_BR,Mas acredito que sim São Paulo é um lugar é o que se pode expande qualquer tipo de negócio. ,187ms,89,en_IN,But I believe that yes São Paulo is a place it is what can expand any type of business.
