Reference,SpeechId,Direction,SttLatency,length,beginOfSpeech,endOfSpeech,SttResult,TranslationLatency,length,TranslatedResult,useless,translation comment
1715158947671
,1715158945018,1,1047ms,35,1715158945031,1715158948667,हाय क्या आपको मेरी आवाज़ आ रही है?,1715158949714ms,25,Hi do you hear my voice?
,1715158950174,0,512ms,5,1715158950176,1715158952857,Hello,182ms,7,नमस्कार
,1715158957297,0,483ms,27,1715158957298,1715158960093,Yes I can hear your voice.,94ms,32,हाँ मैं आपकी आवाज सुन सकता हूँ।
,1715158966415,1,473ms,84,1715158966417,1715158974136,मेरा नाम अफगान है। मैं इंडिया बात कर रही हूँ। क्या मैं आपका नाम जान सकती हूँ फिर से?,1715158974609ms,72,My name is Afghan. I am talking about India. May I know your name again?
,1715158983412,0,451ms,44,1715158983413,1715158989413,My name is other teaches. OK I'm in the UK.,1715158989864ms,53,मेरा नाम अन्य सिखाता है। ठीक है मैं ब्रिटेन में हूँ।
,1715158996778,1,400ms,58,1715158996780,1715159003818,अच्छा आज का टॉपिक है धर्म मान्यताएं और सांस्कृतिक प्रथाएं।,1715159004218ms,63,The topic of today is religious beliefs and cultural practices.
,1715159011254,0,348ms,4,1715159011256,1715159013435,Okay,48ms,6,ठीक है
,1715159012419,1,382ms,20,1715159012421,1715159015183,तुम कहाँ पे रहती हो?,1715159015565ms,18,Where do you live?
,1715159019257,0,412ms,17,1715159019260,1715159023974,I live in the UK.,71ms,25,मैं ब्रिटेन में रहता हूं।
,1715159027777,1,422ms,33,1715159027779,1715159031537,यूके में 3 मुख्य धर्म कौन से हैं?,1715159031959ms,44,What are the three main religions in the UK?
,1715159039097,0,350ms,388,1715159039098,1715159069017,The UK is free erm systems in the library system were anyone know what kind of practice anybody don't have their choice here we have Christ to have Muslims who have him. Do we're hoping people who don't believe in God who don't want anything so even brought society do you believe in what you choose to believe. You what should be in whatever from the whistle shipping by no restriction?,1715159069367ms,317,ब्रिटेन पुस्तकालय प्रणाली में मुक्त एर्म सिस्टम है। क्या किसी को पता था कि किसी के पास किस तरह का अभ्यास है? हमारे पास मसीह है जो मुसलमानों के पास है। क्या हम उन लोगों की उम्मीद कर रहे हैं जो भगवान में विश्वास नहीं करते हैं जो कुछ भी नहीं चाहते हैं इसलिए समाज भी लाया? क्या आप विश्वास करते हैं कि आप क्या मानते हैं? 
,1715159079692,1,572ms,120,1715159079694,1715159089939,मैं इस्लाम धर्म को फॉलो करती हूँ। मैंने सुना है कि लंदन में सबसे ज्या प्र % लोग इस्लाम धर्म को मानते हैं। क्या यह सच है।,1715159090511ms,124,I follow the religion of Islam. I have heard that the highest percentage of people in London believe in Islam. Is that true?
,1715159102216,0,430ms,291,1715159102219,1715159126134,I go Safeway if you've islami Haye in London or on North wall like I can like I said India. There's a great amount of people who practice in the Army Christianity. Can you please? I only come out of you and eat scratches. And I don't want to switch crack is your feet. All we street things.,1715159126564ms,313,मैं सुरक्षित जाता हूं यदि आपके पास लंदन में या उत्तरी दीवार पर इस्लामी हे है जैसे मैं कर सकता हूं जैसा कि मैंने कहा भारत। बहुत सारे लोग हैं जो सेना ईसाई धर्म में अभ्यास करते हैं। क्या आप कृपया कर सकते हैं? मैं केवल आप से बाहर आता हूं और खरोंच खाता हूं। मैं नहीं चाहता कि ललकारे तेरे पैर हैं। हम सभी सड़क बातें.
,1715159140140,1,414ms,54,1715159140142,1715159145576,अच्छा आपके हिसाब से वहां पर कितने % लोग नास्तिक होंगे?,1715159145990ms,54,How many percent of the people there will be atheists?
,1715159152177,0,480ms,118,1715159152179,1715159165852,Come on. I don't have a says Jenny knows tah but my own interestingly vague hair. Good number of people Ah if these.,1715159166332ms,116,चलो भी। मेरे पास एक नहीं है कि जेनी जानता है लेकिन मेरे अपने दिलचस्प अस्पष्ट बाल। लोगों की अच्छी संख्या आह अगर ये।
,1715159166375,0,538ms,89,1715159166377,1715159173293,Yeah they're the athletes and their choice does not affect the choice of another person.,160ms,82,हाँ वे एथलीट हैं और उनकी पसंद किसी अन्य व्यक्ति की पसंद को प्रभावित नहीं करती है।
,1715159183614,1,450ms,52,1715159183615,1715159189546,यह अच्छी बात है। बर्मिंगम शहर में कोई मंदिर है क्या?,1715159189996ms,65,That's a good thing. Is there a temple in the city of Birmingham?
,1715159197453,0,364ms,13,1715159197455,1715159199933,Indian temple,41ms,12,भारतीय मंदिर
,1715159200697,0,424ms,22,1715159200698,1715159204297,Just give me a moment.,92ms,17,बस मुझे एक पल दे.
,1715159202894,1,366ms,3,1715159202897,1715159204830,हाँ,1715159205196ms,4,Yes.
,1715159208539,0,505ms,32,1715159208541,1715159211737,OK just do me a moment please.,106ms,33,ठीक है बस मुझे एक पल करो कृपया।
,1715159263057,0,461ms,43,1715159263059,1715159269536,Okay so Dar many Indian clubs in Birmingham,94ms,41,ठीक है तो डार बर्मिंघम में कई भारतीय क्लब
,1715159269815,0,422ms,66,1715159269816,1715159280380,Change the tempo Bury. Will Hindu Temple help field rute? So yeah.,1715159280802ms,77,टेम्पो बरी बदलें। क्या हिंदू मंदिर क्षेत्र को रूट करने में मदद करेगा? तो हाँ।
,1715159280738,0,481ms,25,1715159280739,1715159283632,Yes yes of course. I Don',118ms,26,हां हां बिल्कुल। मैं 'डोन'
,1715159290780,1,438ms,57,1715159290782,1715159297297,अच्छा मैं आपसे पूछना भूल गई। आप कौन से धर्म को मानती हैं?,1715159297735ms,53,I forgot to ask you. What religion do you believe in?
,1715159305174,0,435ms,16,1715159305175,1715159307576,I'm a Christian.,70ms,16,मैं एक ईसाई हूँ.
,1715159312616,1,485ms,81,1715159312617,1715159321336,इंडिया में सारे क्रिश्चर्स इतवार के दिन। गिरिजा घर जाते हैं। क्या आप भी जाती हैं?,1715159321821ms,71,All the Christians in India on Sunday. Girija goes home. Do you go too?
,1715159329017,1,335ms,9,1715159329018,1715159331427,गिरिजा घर,1715159331762ms,12,Girija House
,1715159330177,0,468ms,24,1715159330182,1715159333017,I'm sorry I didn't hear.,87ms,31,मुझे खेद है कि मैंने नहीं सुना।
,1715159334973,1,334ms,4,1715159334975,1715159337028,चर्च,1715159337362ms,6,Church
,1715159340817,0,347ms,4,1715159340819,1715159342853,Okay,12ms,6,ठीक है
,1715159344133,0,520ms,57,1715159344135,1715159350615,Yeah I'd look to touch every Sunday my own lookup Shire.,145ms,65,हाँ मैं हर रविवार को अपने स्वयं के लुकअप शायर को छूना चाहता हूं।
,1715159361334,1,437ms,56,1715159361335,1715159367060,अच्छाअंतर धार्मिक विवाह के बारे में आपका क्या विचार हैं?,1715159367497ms,45,What are your thoughts on religious marriage?
,1715159373656,0,403ms,387,1715159373658,1715159406214,For me it all depends on the couple involved. People in hopes that I can get some way. They couldn't fight soon. Hold your marriage in the church arm. In the risk of worship have it released to them. So for me it is an important aspect if I wish to get married. I would consider having my knowledge in a Christian way as well. But I can't speak for any other person. It's all by choice.,1715159406617ms,397,मेरे लिए यह सब शामिल जोड़े पर निर्भर करता है। लोगों को उम्मीद है कि मुझे कोई रास्ता मिल सकता है। वे जल्द ही नहीं लड़ सकते थे। अपनी शादी को चर्च की बांह में पकड़ो। पूजा के जोखिम में यह उन्हें छोड़ दिया है। इसलिए मेरे लिए यह एक महत्वपूर्ण पहलू है अगर मैं शादी करना चाहता हूं। मैं अपने ज्ञान को ईसाई तरीके से भी रखने पर विचार करूंगा। मैं किसी अन्य व्यक्ति के लिए बात नहीं कर सकता। यह सब चुनाव से है।
,1715159420301,1,417ms,49,1715159420302,1715159427413,ओके यूके का सबसे बड़ा गिरिजा घर और। चर्च कौनसा है?,1715159427830ms,57,The largest home in the UK and the... What is the church?
,1715159435738,0,436ms,33,1715159435740,1715159439416,You said what? I didn't hear you.,1715159439852ms,39,आपने क्या कहा? मैंने तुम्हें नहीं सुना।
,1715159440614,1,450ms,47,1715159440615,1715159449775,यूयूके का सबसे बड़ा गिरिजाघर या चर्च कौन सा है?,1715159450225ms,47,What is the largest church or church in the UK?
,1715159455140,0,519ms,51,1715159455143,1715159461094,I don't know for the largest but the known one is.,144ms,51,मैं सबसे बड़ा के लिए नहीं जानता लेकिन ज्ञात एक है।
,1715159461375,0,532ms,72,1715159461376,1715159468374,Westminster Abbey this is where the admires of Canterbury officer says.,153ms,73,वेस्टमिंस्टर एबे यह वह जगह है जहां कैंटरबरी अधिकारी की प्रशंसा कहते हैं।
,1715159479695,1,402ms,53,1715159479697,1715159486979,अच्छाशाहिद परिवार कैथोलिक नहीं है। क्या यह बात सच है?,1715159487381ms,53,The good Shahid family is not Catholic. Is this true?
,1715159493652,0,343ms,14,1715159493653,1715159495817,You said what?,12ms,14,आपने क्या कहा?
,1715159495977,1,363ms,47,1715159495978,1715159501852,शाही परिवार कैथोलिक नहीं है। क्या यह बात सच है?,1715159502215ms,47,The royal family is not Catholic. Is this true?
,1715159496937,0,391ms,18,1715159496939,1715159499253,I didn't hear you.,24ms,24,मैंने तुम्हें नहीं सुना।
,1715159507735,0,480ms,60,1715159507736,1715159512496,It is shrewd your way of families not to be an ugly account.,142ms,69,यह आपके परिवारों के तरीके को एक बदसूरत खाता नहीं होने के लिए चतुर है।
,1715159522737,1,397ms,62,1715159522740,1715159529939,क्या कोई ब्रिटिश शाही व्यक्ति किसी कैथोलिक से शादी कर सकता है?,1715159530336ms,37,Can a British royal marry a Catholic?
,1715159535817,0,518ms,534,1715159535819,1715159576016,Ha ha. I currently give it answer to that um I think depending on your hierarchy in the line of contaction there might be a rules that are applicable or you know well for now I can't even speak with us. I'm not the middle of the rear family and in recent times I've I've always missed any marriage which is in the folkline of perfection's way. The price of princess is getting married soon will become more if you case. We swear they get married to builder. And not only can they get converts to and we can't even before divided.,1715159576534ms,541,हा हा। मैं वर्तमान में इसे जवाब देता हूं उम मुझे लगता है कि संपर्क की पंक्ति में आपके पदानुक्रम के आधार पर एक नियम हो सकते हैं जो लागू होते हैं या आप जानते हैं ठीक है अभी के लिए मैं हमारे साथ बात भी नहीं कर सकता। मैं पीछे के परिवार का मध्य नहीं हूं और हाल के दिनों में मैंने हमेशा किसी भी शादी को याद किया है जो पूर्णता के रास्ते की लोकलाइन में है। राजकुमारी की शादी जल्द ही हो रही है अगर आप मामला अधिक हो जाएगा. हम कसम खाते हैं कि वे शादी करने वाले हैं। और न केवल वे परिवर्तित हो सकते हैं और हम विभाजित होने से पहले भी नहीं कर सकते हैं।
,1715159595615,0,584ms,5,1715159595616,1715159598382,Paula,50ms,5,पाउला
,1715159603933,1,406ms,33,1715159603935,1715159607334,क्या ब्रिटेन में ईद की छुट्टी है?,1715159607740ms,34,Is there an Eid holiday in the UK?
,1715159612412,0,418ms,25,1715159612413,1715159615495,I know what what holiday.,79ms,24,मुझे पता है क्या छुट्टी.
,1715159621134,1,353ms,19,1715159621135,1715159624534,ईद ईद ईद की छुट्टी।,1715159624887ms,16,Eid Eid holiday.
,1715159628058,0,708ms,275,1715159628059,1715159658574,Yeah there was at each holiday. No I don't think so I don't think so. They don't give holiday for it Dave Honolulu honey d**** to fill his breath. Easter Good Friday erm Christmas and New Year and the public holidays like what can't do in which we had this past Monday.,1715159659282ms,276,हाँ हर छुट्टी पर था। नहीं मुझे नहीं लगता कि मुझे ऐसा नहीं लगता। वे इसके लिए छुट्टी नहीं देते हैं डेव होनोलूलू शहद अपनी सांस भरने के लिए डिक्स। ईस्टर गुड फ्राइडे एर्म क्रिसमस और नए साल और सार्वजनिक छुट्टियों की तरह क्या नहीं कर सकते हैं जिसमें हमारे पास पिछले सोमवार था।
,1715159672818,1,478ms,74,1715159672820,1715159682178,ऐसा ऐसा क्यों है? कोई इस्लाम? धर्म के फेस्टिवल। की छुट्टी क्यों नहीं देते?,1715159682656ms,81,Why is that so? There is no Islam? Festival of Religion. Why not give a vacation?
,1715159684297,1,365ms,5,1715159684299,1715159686140,अच्छा,1715159686505ms,4,Good
,1715159691933,0,348ms,6,1715159691941,1715159693856,Uh huh,61ms,6,उह हुह
,1715159694776,0,761ms,173,1715159694778,1715159710655,That is left for the government to decide whether I think that cutting down the effort from public holiday so that they wouldn't have to pay people extra towards that maybe.,365ms,173,यह सरकार के लिए यह तय करने के लिए छोड़ दिया गया है कि क्या मुझे लगता है कि सार्वजनिक अवकाश से प्रयास को कम करना ताकि उन्हें लोगों को उस दिशा में अतिरिक्त भुगतान न करना पड़े।
,1715159727299,1,583ms,100,1715159727301,1715159736232,क्या तुम्हें लगता है कि ईद के दिन की भी छुट्टी होनी चाहिए? उनलोग के लिए जो। इस्लाम धर्म को मानते है।,1715159736815ms,93,Do you think Eid should also be a holiday? for those who are. Islam is the religion of Islam.
,1715159746739,0,727ms,139,1715159746741,1715159761253,Yeah I think other people's village should also be f***** on in especially during each festival times I accommodate every everyone as war.,338ms,142,हाँ मुझे लगता है कि अन्य लोगों के गांव को भी विशेष रूप से प्रत्येक त्योहार के समय के दौरान मैं हर किसी को युद्ध के रूप में समायोजित करता हूं।
,1715159776254,1,568ms,27,1715159776257,1715159779819,क्या रानी के दो जन्मदिन है?,1715159780387ms,32,Is it the Queen's two birthdays?
,1715159786421,0,607ms,53,1715159786422,1715159791736,The Queen is live and will now have to chose the sod.,236ms,38,रानी जीवित है और अब सोड को चुनना होगा।
,1715159805856,1,475ms,58,1715159805857,1715159811175,क्या स्कॉटलैंड के किसी भी व्यक्ति को ब्रिटिश माना जाता है?,1715159811650ms,49,Is anyone from Scotland considered to be British?
,1715159819457,0,518ms,67,1715159819460,1715159828218,Get all on bedge on British Empire. Yeah yes yes yes of course.,1715159828736ms,52,ब्रिटिश साम्राज्य पर सभी कील पर जाओ। हाँ ज़ाहिर है।
,1715159819692,1,328ms,4,1715159819693,1715159821376,क्या,1715159821704ms,4,What
,1715159835058,1,560ms,97,1715159835061,1715159846296,अच्छाहमें दिया हुआ समय अभी समाप्त होता है। आपसे बात करके बहुत अच्छा लगा। आपका दिन शुभ हो थैंक यू।,1715159846856ms,90,The time given to us is now over. It was great to talk to you. Have a good day thank you.
,1715159856773,0,388ms,11,1715159856774,1715159859296,Okay cheese,65ms,11,ठीक है पनीर
,1715159863334,0,363ms,7,1715159863335,1715159865658,Picture,52ms,5,चित्र
,1715159866492,1,345ms,7,1715159866493,1715159868494,बाए बाए,1715159868839ms,11,Left - left
,1715159874539,0,339ms,3,1715159874542,1715159876773,Bye,55ms,6,अलविदा
