Reference,SpeechId,Direction,SttLatency,SttLength,beginOfSpeech,endOfSpeech,SttLocale,SttResult,TranslationLatency,TranslatedLength,TranslatedLocale,TranslatedResult,useless,translation comment
1706186406069
,1706186403941,1,772ms,19,1706186403949,1706186406418,en_IN,Hello how are you?,430ms,25,de_DE,Hallo wie geht es Ihnen?
,1706186417776,0,522ms,28,1706186417816,1706186420587,de_DE,Oh mir geht es gut danke. ,214ms,22,en_IN,Oh I'm fine thank you.
,1706186425498,1,422ms,43,1706186425502,1706186429701,en_IN,I am fine too. Can I please know your name?,1706186430123ms,59,null,Ich bin auch in Ordnung. Kann ich bitte Ihren Namen kennen?
,1706186435578,0,429ms,41,1706186435579,1706186440944,de_DE,Hallo ich bin jüngling ich bin jürgen. ,111ms,37,en_IN,Hello I am a young man I am a Jurgen.
,1706186449298,1,428ms,35,1706186449300,1706186453779,en_IN,Okay how's the weather in Germany?,95ms,40,de_DE,Okay wie ist das Wetter in Deutschland?
,1706186460776,0,422ms,38,1706186460814,1706186464739,de_DE,Es ist kalt und ein bisschen bewölkt. ,108ms,27,en_IN,It's cold and a bit cloudy.
,1706186470743,1,534ms,56,1706186470745,1706186476697,en_IN,Yeah it's evening here in India and it is pretty warm.,135ms,58,de_DE,Ja es ist Abend hier in Indien und es ist ziemlich warm.
,1706186493579,1,476ms,76,1706186493580,1706186501099,en_IN,Today we are going to discuss about sports and other activities in Germany.,107ms,71,de_DE,Heute diskutieren wir über Sport und andere Aktivitäten in Deutschland.
,1706186518736,1,440ms,22,1706186518738,1706186521497,en_IN,Do you play any sport?,64ms,18,de_DE,Spielen Sie Sport?
,1706186529978,0,436ms,60,1706186529980,1706186534981,de_DE,Ich spiele Keinen Sport ich mache ich mache Fitnessstudio. ,113ms,34,en_IN,I don't play sports I do I do gym.
,1706186540937,1,320ms,7,1706186540938,1706186543698,en_IN,Oh good,42ms,6,de_DE,Oh gut
,1706186548298,1,461ms,57,1706186548299,1706186553417,en_IN,What sport do people in Germany play apart from football?,101ms,68,de_DE,Welchen Sport spielen die Menschen in Deutschland neben dem Fußball?
,1706186560981,0,390ms,34,1706186560983,1706186564989,de_DE,Deutschland wird Tennis gespielt. ,59ms,25,en_IN,Germany is played tennis.
,1706186565781,0,418ms,39,1706186565790,1706186569470,de_DE,Ach volleyball ist jetzt auch sehr mo. ,101ms,31,en_IN,Volleyball is now also very MO.
,1706186576780,1,360ms,4,1706186576785,1706186578822,en_IN,Okay,45ms,4,de_DE,Okay
,1706186581542,1,459ms,36,1706186581544,1706186586495,en_IN,Is sports Ah a subject in schooling?,88ms,33,de_DE,Ist Sport ein Fach in der Schule?
,1706186591500,0,423ms,54,1706186591502,1706186599792,de_DE,Ja in Deutschland ist Sport dann Fach in der Schule. ,123ms,51,en_IN,Yes in Germany sport is then a subject in school.
,1706186610299,1,466ms,41,1706186610300,1706186613824,en_IN,Okay which is a good stadium in Germany.,104ms,47,de_DE,Okay das ist ein gutes Stadion in Deutschland.
,1706186621580,0,396ms,26,1706186621582,1706186625061,de_DE,Allianz Arena in München. ,75ms,24,en_IN,Allianz Arena in Munich.
,1706186632661,1,432ms,50,1706186632663,1706186639058,en_IN,Okay do they have any good stadiums in Frankfurt?,104ms,42,de_DE,Okay haben sie gute Stadien in Frankfurt?
,1706186646781,0,429ms,32,1706186646785,1706186650381,de_DE,Ich glaube ich kenne es nicht. ,81ms,21,en_IN,I don't think I know.
,1706186657419,1,440ms,39,1706186657421,1706186661176,en_IN,Do women also play football in Germany?,83ms,43,de_DE,Spielen Frauen auch in Deutschland Fußball?
