Reference,SpeechId,Direction,SttLatency,SttLength,beginOfSpeech,endOfSpeech,SttLocale,SttResult,TranslationLatency,TranslatedLength,TranslatedLocale,TranslatedResult,useless,translation comment
1706508200180
,1706508198430,1,470ms,5,1706508198442,1706508200453,en_IN,Hello,390ms,5,pl_PL,Witam
,1706508209549,1,459ms,19,1706508209550,1706508212909,en_IN,Hello how are you?,88ms,20,pl_PL,Cześć jak się masz?
,1706508210991,0,530ms,11,1706508210992,1706508213355,pl_PL,We have a. ,218ms,10,en_IN,We have a.
,1706508219951,0,374ms,25,1706508219957,1706508222638,pl_PL,Nam się dobrze dziękuję. ,67ms,22,en_IN,We are well thank you.
,1706508227912,1,443ms,28,1706508227913,1706508230748,en_IN,May I please know your name?,97ms,40,pl_PL,Czy mogę prosić o poznanie Pana imienia?
,1706508230832,0,385ms,19,1706508230833,1706508234870,pl_PL,Na podkład dobrze. ,69ms,24,en_IN,For the backing up well.
,1706508236912,0,346ms,8,1706508236913,1706508238991,pl_PL,Bez wina,51ms,8,en_IN,No wine.
,1706508247631,1,484ms,76,1706508247632,1706508255711,en_IN,So maybe we discuss about something about the culture and history of Poland.,116ms,60,pl_PL,Może więc porozmawiamy o czymś o kulturze i historii Polski.
,1706508251994,0,366ms,4,1706508251994,1706508253926,pl_PL,Halo,51ms,13,en_IN,Halo Florida
,1706508263071,0,438ms,22,1706508263072,1706508265670,pl_PL,Dobrze proszę bardzo. ,69ms,23,en_IN,All right here you go.
,1706508272113,1,468ms,59,1706508272114,1706508277352,en_IN,What are the festivals that you people celebrate in Poland?,103ms,39,pl_PL,Jakie święta świętują Państwo w Polsce?
,1706508283630,0,424ms,282,1706508283632,1706508311029,pl_PL,W Polsce świętujemy różne święta od początku roku zaczynając świętujemy na przykład w świętym trzech klubi i szóstego w styczniu wilki 21. Stycznia i dziadka tego drugiego stycznia następnie rzucem 14. Ludzka świętujemy walentynki potem. Sobą Marka z kwietnia to zależy od kalend.,1706508311453ms,314,null,In Poland we celebrate various holidays since the beginning of the year starting for example in the holy three clubs and the sixth in January wolves on January 21. January and grandfather on January 2nd then throwing 14. Humans celebrate Valentine's Day afterwards. Mark's April self depends on the calendars.
,1706508333311,1,450ms,42,1706508333312,1706508338123,en_IN,Okay great. It's nice to know about this.,1706508338573ms,31,null,Ok super. Miło o tym wiedzieć.
,1706508334630,0,428ms,54,1706508334631,1706508341472,pl_PL,Uznanie odpadem radzewstw marcu świętujemy wielkanoc. ,129ms,73,en_IN,Recognition of the waste of the Soviets of March is celebrated by Easter.
,1706508351754,1,508ms,55,1706508351755,1706508358036,en_IN,Okay and what are the famous arts and music in Poland?,142ms,44,pl_PL,A jaka jest sławna sztuka i muzyka w Polsce?
,1706508353909,0,509ms,47,1706508353909,1706508358119,pl_PL,Czym martwilować bo jest wielu świąt jeszcze. ,190ms,67,en_IN,Something to worry about because there are many Christmases still.
,1706508365711,0,399ms,537,1706508365713,1706508412391,pl_PL,Sztuka jest pomysł kultura są bardzo rozwinięte że Mają bardzo dużo spływów zachodu i ze wschodu też w różnych innych krajach i Mają też swoje puste korzenia bo bardzo bogatych kolorach mówi Polski stanowiąc się dużo rzeczywistości ale również na podróży na północy Polski mamy bardzo dużych wpływów kultury i. Sztuki od przykład z Polski uchodzili znamy kompozytor pianista fryderyn czy też tacy artyści jak i matejko mamy bardzo dobrych pisarzy naszej tutaj historii polskiej także naprawdę. Jest tutaj duże bogactwo kulturowe.,1706508412790ms,532,null,Art is an idea culture are very developed they have a lot of tide in the west and from the east also in different other countries and they have their empty roots because very rich colors are spoken by Poland being a lot of reality but also on a trip in the north of Poland we have a very large influence of culture and. The arts from Poland were passed by we know composer pianist Fryderyn or such artists as Matejko we have very good writers of our Polish history here as well. Really. There's a lot of cultural wealth here.
,1706508451031,1,574ms,199,1706508451033,1706508466834,en_IN,Great good to know so much of information about the pallet about a very rich culture and heritage. Can you also let me know what are the famous foods and like a tables which are too famous in Poland?,1706508467408ms,185,null,Dobrze wiedzieć tyle informacji o palecie o bardzo bogatej kulturze i dziedzictwie. Czy może mi Pan również powiedzieć jakie są słynne potrawy i jak stoły które są zbyt znane w Polsce?
,1706508481632,0,740ms,662,1706508481635,1706508541429,pl_PL,To jest mnóstwo bardzo popularnych potraw moja ulubiona i myślę że bardzo popularne to np. Jest to mięso mielone wraz z ryżem wścieka puste przygotowane w sosie pomidorowym pojawili się zazwyczaj z ziemniakami Polak majestrzał kajarzynowa ile wszystkie zgłosowana warzywa wzrosowy czyli z takiej zupy z puszczakiem którą się w. Konstytusie majoszyctwa Polak bardzo dużo zjadającego w święce i czasami na co dzień robimy też bardzo kapuste we wszystkich ustach. Wiele różnych na przykład ciast również myślę że śledź czy tatar czyli surowe mięso z ludzkiem zmieszane z przyprawami podawane z okulskim cikiszonnym cebulę to też za bardzo słynne rzeczy.,1706508542169ms,645,null,This is a lot of very popular dishes my favorite and I think that very popular it is for example it is ground meat along with rice rage empty prepared in tomato sauce usually appeared with potatoes Polish man majesty kayarzynowa how much all the reported vegetables grow that is from such soup with a beetle which is in the Constitution of mayhomys a Pole who eats a lot in a saga and sometimes on a daily basis we also make very cabbage in all mouths. Many different for example cakes also think that herring or tatar that is raw meat with human meat mixed with spices served with eye-catching onions are also very famous things.
,1706508584349,1,469ms,89,1706508584350,1706508593235,en_IN,Oh great. It was this so much of information about the food. Can you please a bit louder?,1706508593704ms,78,null,Och świetnie. Tyle informacji o jedzeniu. Czy można poprosić trochę głośniej?
,1706508599515,0,472ms,48,1706508599517,1706508603311,pl_PL,Oczywiście nie ma problemu mogę mówić głośniej. ,121ms,49,en_IN,Of course there's no problem I can speak louder.
,1706508608430,1,395ms,16,1706508608432,1706508610829,en_IN,Sure thank you.,71ms,16,pl_PL,Jasne dziękuję.
,1706508613596,1,425ms,81,1706508613597,1706508622074,en_IN,Also we wanted to know if you people watch movies. I mean the Bollywood Movies.,1706508622499ms,75,null,Chcieliśmy też wiedzieć czy oglądacie filmy. Mam na myśli filmy Bollywood.
,1706508629351,0,1018ms,368,1706508629351,1706508660628,pl_PL,Myślę że w Polsce bardzo wizji ludzie oglądy filmy gult jestem zachęca kolor i wspaniałych historii filmy bolid są znane w Polsce ale nie są ogólnodostępne byłoby świetnie gdyby był łatwiej znaleźć takie filmy np. Na normalnych kanałach telewizyjnych w tej chwili są dostępne prawdopodobnie tylko w serwisach stringowych ale oczywiście są bardzo ciekawe widoke.,1706508661646ms,370,null,I think that in Poland very vision people watch gult films I am encouraging color and great stories car films are known in Poland but they are not available to the public it would be great if it was easier to find such films e.g. On normal TV channels at the moment they are probably only available on string services but of course there are very interesting views.
,1706508688634,1,467ms,145,1706508688639,1706508700917,en_IN,Sure thanks and how about the movies which are in Poland any famous movies that you can suggest me. I probably I'll try to watch with subtitles.,1706508701384ms,137,null,Jasne dzięki i co z filmami które są w Polsce jakieś znane filmy które mogą mi zaproponować. Pewnie postaram się obejrzeć z napisami.
,1706508715310,0,347ms,369,1706508715311,1706508749550,pl_PL,Władki jest bardzo dużo znanych filmów niestety tytuły są dość skomplikowane zależy jakie filmy kto lubi Polska jest znana ze swoich świetnych komedii romantycznych takich jak np. Ah Karol Albo ul. Na zdradę jest też znana seria filmów listy do m myślę że Polska ma też Dobre filmy sensacyjne i kryminalne które są ogólnodostępne. I warto poszukać takich tytułów.,1706508749897ms,387,null,Władki there are a lot of well-known films unfortunately the titles are quite complicated depends on what films who likes Poland is known for its great romantic comedies such as Ah Karol or ul. There is also a well-known series of films letters to m I think that Poland also has good sensational and crime films which are available to the public. It is worth looking for such titles.
,1706508773551,1,449ms,64,1706508773553,1706508780989,en_IN,Oh nice. I wish I'll get to. I'll get some chance to view some.,1706508781438ms,77,null,Och miło. Chciałabym do tego dojść. Będę miała okazję zobaczyć kilka z nich.
,1706508784835,1,456ms,79,1706508784837,1706508790392,en_IN,Do you have interest in sports? What are the sports which are played in Poland?,1706508790848ms,61,null,Interesujesz się sportem? Jakie sporty są uprawiane w Polsce?
,1706508798113,0,482ms,405,1706508798115,1706508828552,pl_PL,W Polsce jest uzupawany bardzo dużo sportów i zimą przede wszystkim najbardziej popularne są skoki narciarskie zaczęło się to kiedy Adam Małysz Znamy Skoczek miał bardzo Dobre wyniki kilkanaście lat temu od tamtej pory wszyscy polacy oglądają kuki narciarskie przez całą zimę. W Polsce również bardzo znana jest piłka nożna wielu polskich piłkarzy. Odrobiło karierę na międzynarodową na różnych boisku.,1706508829034ms,376,null,In Poland there is a lot of sports and in winter first of all ski jumping is the most popular it started when Adam Małysz Znamy Skoczek had very good results a dozen or so years ago since then all Poles have been watching ski ponies all winter. In Poland football is also very well known for many Polish footballers. He has had an international career on various pitches.
,1706508855433,1,527ms,143,1706508855434,1706508868628,en_IN,Oh nice. It seems like people are much interested there in sports. Can you please brief about Polish wedding traditions? I have heard it's too.,1706508869155ms,147,null,Och ładne. Wygląda na to że ludzie są tam bardzo zainteresowani sportem. Czy mógłby Pan opowiedzieć o polskich tradycjach ślubnych? Też słyszałem.
,1706508881510,0,414ms,675,1706508881512,1706508937713,pl_PL,Polska jest bardzo duża w tradycji ślubnych pierwszą tradycją jest to że panna moda nie może ubierać butów z otwartymi palcami bo pieniądze wpadną przez palce w Polsce tradycyjnie świętuje się ślub przez 2 albo nawet kilka dni takie śluby są zazwyczaj mocno mocno okrapiamy. Wódką pije się bardzo dużo alkoholu i tradycyjne Dania jest dużo tańca do białego rana do szóstej rano na przykład a następnego dnia co poprawimy kiedy znowu wszyscy tańczą wiedzą i piją ludzie na śluby zjeżdżają się z całego kraju w kościołach jest też bardzo piękna tradycja msze. Panna młoda którą musi mieć welon i oczywiście białą cuchnie. Na przykład można też jeszcze dzielić się chleb.,1706508938127ms,736,null,Poland is very large in the tradition of weddings the first tradition is that the fashion can not wear shoes with open fingers because money will fall through the fingers in Poland traditionally a wedding is celebrated for 2 or even a few days such weddings are usually very well smeared. Vodka is drunk a lot of alcohol and traditional Denmark is a lot of dancing until dawn until six in the morning for example and the next day which we will improve when again everyone is dancing with knowledge and drinking people for weddings come from all over the country in churches there is also a very beautiful tradition of mass. The bride who must have a veil and of course a white one stinks. For example you can also share bread.
,1706508983470,1,507ms,93,1706508983472,1706508991273,en_IN,Oh great. It was very nice. It seems it is very unique traditions in Poland for this wedding.,1706508991780ms,101,null,Och świetnie. Było bardzo ładnie. Wydaje się że to bardzo wyjątkowa tradycja w Polsce na to wesele.
,1706508991754,1,613ms,130,1706508991755,1706509001750,en_IN,Can you can you also brief about the tourism in Poland what are the best places I can visit if I get a chance to visit in Poland?,258ms,141,pl_PL,Czy może Pan również opowiedzieć o turystyce w Polsce jakie są najlepsze miejsca które mogę odwiedzić jeśli mam okazję odwiedzić w Polsce?
